FarRight_2-2016,Immigration,higher cost than providing,somali refugee,-0.6666666666666666,0.0
FarRight_2-2016,Immigration,immigration reaching,immigration judicial processes,0.2,0.6
FarRight_2-2016,Immigration,no text,US fashion of immigrant,-1.0,0.0
FarRight_2-2016,Immigration,Trump tied on immigration ,no text,0.0,-1.0
FarRight_2-2016,Immigration,"immigration law, refugees",african migrants,0.3333333333333333,0.0
FarRight_2-2016,Islamophobia,"sharia education, inviting muslims",muslim terrorists,0.2,0.16666666666666666
FarRight_2-2016,Islamophobia,"sharia education, inviting muslims",no text,0.16666666666666666,-0.8333333333333334
FarRight_2-2016,Islamophobia,"sharia education, inviting muslims",no text,0.16666666666666666,-0.8333333333333334
FarRight_2-2016,Islamophobia,worlds muslims,muslims increase in_ numbers,0.16666666666666666,0.0
FarRight_2-2016,Anti-semitism,jewish population ,"jewish, syrian, sane, poor people",-1.0,-1.0
FarRight_2-2016,Anti-semitism,jewish population ,jewish political organaizations ,0.6666666666666666,0.16666666666666666
FarRight_2-2016,Anti-semitism,no text,protestors in_ synagogeu,-0.8333333333333334,0.3333333333333333
FarRight_2-2017,Islamophobia,muslim women verbally harassed,against hijab,0.0,-0.3333333333333333
FarRight_2-2017,Anti-semitism,congressional plan,polish people killed jewish people,0.16666666666666666,0.0
