FarRight_2-2016,Immigration,Breitbart,7
FarRight_2-2016,Immigration,VDARE,1
FarRight_2-2016,Immigration,Right Wing News,1
FarRight_2-2016,Immigration,National Review,1
FarRight_2-2016,Immigration,clashdaily.com,1
FarRight_2-2016,Islamophobia,centerforsecuritypolicy.org,1
FarRight_2-2016,Islamophobia,Right Wing News,1
FarRight_2-2016,Islamophobia,clashdaily.com,1
FarRight_2-2016,Islamophobia,Breitbart,1
FarRight_2-2016,Anti-semitism,thetruthseeker.co.uk,2
FarRight_2-2016,Anti-semitism,Breitbart,5
FarRight_2-2016,Anti-semitism,humansarefree.com,1
FarRight_2-2017,Immigration,Breitbart,2
FarRight_2-2017,Immigration,thefederalistpapers.org,1
FarRight_2-2017,Immigration,Newsmax,1
FarRight_2-2017,Anti-semitism,Newsmax,1
FarRight_2-2018,Immigration,Breitbart,2
FarRight_2-2018,Immigration,freedomforce.com,1
FarRight_2-2018,Immigration,govtslaves.info,1
FarRight_2-2018,Immigration,libertytalk.fm,1
FarRight_2-2019,Immigration,CIS,1
FarRight_2-2019,Immigration,truepundit.com,1
FarRight_2-2019,Immigration,Breitbart,1
FarRight_2-2019,Immigration,numbersusa.com,1
FarRight_2-2019,Anti-semitism,clashdaily.com,1
FarRight_2-2019,Anti-semitism,rightsidenews.com,1
