FarRight_2-2016,Immigration,Breitbart,144
FarRight_2-2016,Immigration,GatewayPundit,10
FarRight_2-2016,Immigration,clashdaily.com,37
FarRight_2-2016,Immigration,churchmilitant.com,7
FarRight_2-2016,Immigration,Washington Times,20
FarRight_2-2016,Immigration,Right Wing News,14
FarRight_2-2016,Immigration,shoebat.com,10
FarRight_2-2016,Immigration,VDARE,16
FarRight_2-2016,Immigration,National Review,14
FarRight_2-2016,Immigration,thetruthseeker.co.uk,11
FarRight_2-2016,Immigration,chalcedon.edu,2
FarRight_2-2016,Immigration,Newsmax,3
FarRight_2-2016,Immigration,American Free Press,1
FarRight_2-2016,Immigration,humansarefree.com,2
FarRight_2-2016,Islamophobia,Breitbart,74
FarRight_2-2016,Islamophobia,Washington Times,11
FarRight_2-2016,Islamophobia,Newsmax,11
FarRight_2-2016,Islamophobia,GatewayPundit,3
FarRight_2-2016,Islamophobia,shoebat.com,22
FarRight_2-2016,Islamophobia,clashdaily.com,24
FarRight_2-2016,Islamophobia,thetruthseeker.co.uk,6
FarRight_2-2016,Islamophobia,National Review,2
FarRight_2-2016,Islamophobia,centerforsecuritypolicy.org,2
FarRight_2-2016,Islamophobia,Right Wing News,6
FarRight_2-2016,Islamophobia,AEI,1
FarRight_2-2016,Islamophobia,charismanews.com,4
FarRight_2-2016,Islamophobia,americanvision.org,6
FarRight_2-2016,Islamophobia,churchmilitant.com,1
FarRight_2-2016,Islamophobia,aina.org,1
FarRight_2-2016,Anti-semitism,thetruthseeker.co.uk,24
FarRight_2-2016,Anti-semitism,humansarefree.com,8
FarRight_2-2016,Anti-semitism,Breitbart,31
FarRight_2-2016,Anti-semitism,cbn.com,1
FarRight_2-2016,Anti-semitism,ancient-code.com,1
FarRight_2-2016,Anti-semitism,americanvision.org,7
FarRight_2-2016,Anti-semitism,National Review,3
FarRight_2-2016,Anti-semitism,Washington Times,1
FarRight_2-2016,Anti-semitism,Right Wing News,1
FarRight_2-2016,Anti-semitism,Natural News,1
FarRight_2-2016,Anti-semitism,Newsmax,1
FarRight_2-2016,Anti-semitism,chalcedon.edu,1
FarRight_2-2017,Immigration,Newsmax,10
FarRight_2-2017,Immigration,Breitbart,31
FarRight_2-2017,Immigration,redoubtnews.com,1
FarRight_2-2017,Immigration,thefreethoughtproject.com,1
FarRight_2-2017,Immigration,Washington Times,8
FarRight_2-2017,Immigration,iotwreport.com,4
FarRight_2-2017,Immigration,thefederalistpapers.org,6
FarRight_2-2017,Immigration,therepublicannews.net,4
FarRight_2-2017,Immigration,truepundit.com,4
FarRight_2-2017,Immigration,Daily Caller,1
FarRight_2-2017,Immigration,menrec.com,3
FarRight_2-2017,Immigration,intrepidreport.com,2
FarRight_2-2017,Immigration,dailynewshungary.com,2
FarRight_2-2017,Immigration,GatewayPundit,2
FarRight_2-2017,Immigration,americanthinker.com,5
FarRight_2-2017,Immigration,National Review,1
FarRight_2-2017,Immigration,therealside.com,4
FarRight_2-2017,Immigration,truthandaction.org,2
FarRight_2-2017,Immigration,rushlimbaugh.com,1
FarRight_2-2017,Immigration,commentarymagazine.com,2
FarRight_2-2017,Immigration,thetruthseeker.co.uk,3
FarRight_2-2017,Immigration,clashdaily.com,1
FarRight_2-2017,Immigration,usdefensewatch.com,1
FarRight_2-2017,Immigration,ipatriot.com,1
FarRight_2-2017,Immigration,VDARE,1
FarRight_2-2017,Transphobia,Right Wing News,2
FarRight_2-2017,Islamophobia,shoebat.com,3
FarRight_2-2017,Islamophobia,Breitbart,4
FarRight_2-2017,Islamophobia,rushlimbaugh.com,1
FarRight_2-2017,Islamophobia,therealside.com,22
FarRight_2-2017,Islamophobia,clashdaily.com,10
FarRight_2-2017,Islamophobia,ipatriot.com,2
FarRight_2-2017,Islamophobia,iotwreport.com,2
FarRight_2-2017,Islamophobia,National Review,2
FarRight_2-2017,Islamophobia,politichicks.com,2
FarRight_2-2017,Islamophobia,GatewayPundit,3
FarRight_2-2017,Islamophobia,thefederalistpapers.org,3
FarRight_2-2017,Islamophobia,Heritage,2
FarRight_2-2017,Islamophobia,Newsmax,1
FarRight_2-2017,Islamophobia,Fox News,1
FarRight_2-2017,Islamophobia,conservativefiringline.com,2
FarRight_2-2017,Islamophobia,aclj.org,2
FarRight_2-2017,Islamophobia,intrepidreport.com,1
FarRight_2-2017,Islamophobia,Washington Times,1
FarRight_2-2017,Islamophobia,Daily Wire,3
FarRight_2-2017,Islamophobia,truthandaction.org,4
FarRight_2-2017,Islamophobia,thetruthseeker.co.uk,1
FarRight_2-2017,Islamophobia,gatestoneinstitute.org,1
FarRight_2-2017,Islamophobia,americanthinker.com,1
FarRight_2-2017,Islamophobia,yesimright.com,1
FarRight_2-2017,Islamophobia,usasupreme.com,1
FarRight_2-2017,Anti-semitism,truthandaction.org,13
FarRight_2-2017,Anti-semitism,ipatriot.com,11
FarRight_2-2017,Anti-semitism,truepundit.com,3
FarRight_2-2017,Anti-semitism,americanthinker.com,10
FarRight_2-2017,Anti-semitism,investmentwatchblog.com,2
FarRight_2-2017,Anti-semitism,thetruthseeker.co.uk,5
FarRight_2-2017,Anti-semitism,Newsmax,1
FarRight_2-2017,Anti-semitism,GatewayPundit,3
FarRight_2-2017,Anti-semitism,intrepidreport.com,2
FarRight_2-2017,Anti-semitism,fromthetrenchesworldreport.com,3
FarRight_2-2017,Anti-semitism,Breitbart,4
FarRight_2-2017,Anti-semitism,usdefensewatch.com,1
FarRight_2-2017,Anti-semitism,Free Beacon,1
