FarRight_2-2016,Immigration,Breitbart,101
FarRight_2-2016,Immigration,thetruthseeker.co.uk,12
FarRight_2-2016,Immigration,churchmilitant.com,5
FarRight_2-2016,Immigration,National Review,34
FarRight_2-2016,Immigration,Washington Times,25
FarRight_2-2016,Immigration,shoebat.com,19
FarRight_2-2016,Immigration,Newsmax,6
FarRight_2-2016,Immigration,GatewayPundit,11
FarRight_2-2016,Immigration,clashdaily.com,20
FarRight_2-2016,Immigration,VDARE,21
FarRight_2-2016,Immigration,Right Wing News,10
FarRight_2-2016,Immigration,humansarefree.com,2
FarRight_2-2016,Immigration,chalcedon.edu,2
FarRight_2-2016,Islamophobia,shoebat.com,20
FarRight_2-2016,Islamophobia,Breitbart,53
FarRight_2-2016,Islamophobia,VDARE,1
FarRight_2-2016,Islamophobia,thetruthseeker.co.uk,13
FarRight_2-2016,Islamophobia,charismanews.com,8
FarRight_2-2016,Islamophobia,clashdaily.com,13
FarRight_2-2016,Islamophobia,Newsmax,10
FarRight_2-2016,Islamophobia,americanvision.org,7
FarRight_2-2016,Islamophobia,Washington Times,9
FarRight_2-2016,Islamophobia,GatewayPundit,3
FarRight_2-2016,Islamophobia,aina.org,3
FarRight_2-2016,Islamophobia,Right Wing News,7
FarRight_2-2016,Islamophobia,geopolitics.co,1
FarRight_2-2016,Islamophobia,AEI,1
FarRight_2-2016,Anti-semitism,thetruthseeker.co.uk,21
FarRight_2-2016,Anti-semitism,Breitbart,31
FarRight_2-2016,Anti-semitism,shoebat.com,1
FarRight_2-2016,Anti-semitism,National Review,6
FarRight_2-2016,Anti-semitism,humansarefree.com,9
FarRight_2-2016,Anti-semitism,americanvision.org,2
FarRight_2-2016,Anti-semitism,Newsmax,1
FarRight_2-2016,Anti-semitism,GatewayPundit,1
FarRight_2-2017,Immigration,truepundit.com,7
FarRight_2-2017,Immigration,Washington Times,10
FarRight_2-2017,Immigration,shoebat.com,3
FarRight_2-2017,Immigration,thetruthseeker.co.uk,10
FarRight_2-2017,Immigration,GatewayPundit,5
